snake_name,scientific_name,toxicity,size
Common Rough Sided Snake,Aspidura trachyprocta,non-venomous ---,Length: up to 55.0 cm
Ceylon Keelback,Aspidura ceylonensis,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Smooth Slug Snake,Asthenodipsas laevis,non-venomous ---,Length: up to 65.0 cm
Malayan Slug Snake,Asthenodipsas malaccanus,non-venomous ---,Length: up to 70.0 cm
Asian Slug Snake,Asthenodipsas vertebralis,non-venomous ---,Length: up to 79.0 cm
Mirkwood Forest Slug Snake,Asthenodipsas lasgalenensis,non-venomous ---,Length: unknown
Sumatra Slug Snake,Asthenodipsas tropidonotus,non-venomous ---,Length: unknown
Acuminate Bush Viper,Atheris acuminata,venomous 💀💀💀 dangerous bite,Length: up to 45.0 cm
Uzungwe Viper,Atheris barbouri,venomous 💀💀💀 dangerous bite,Length: up to 40.0 cm
Broadley's Bush Viper,Atheris broadleyi,venomous 💀💀💀 dangerous bite,Length: up to 77.0 cm
Usambara Forest Viper,Atheris ceratophora,venomous 💀💀💀 dangerous bite,Length: up to 100.0 cm
Western Bush Viper,Atheris chlorechis,venomous 💀💀💀 dangerous bite,Length: up to 70.0 cm
Mount Kenya Bush Viper,Atheris desaixi,venomous 💀💀💀 dangerous bite,Length: up to 70.0 cm
Tai Hairy Bush Viper,Atheris hirsuta,venomous 💀💀💀 dangerous bite,Length: up to 58.0 cm
Rough Scaled Bush Viper,Atheris hispida,venomous 💀💀💀 dangerous bite,Length: 15.0 to 74.0 cm
Shaba Bush Viper,Atheris katangensis,venomous 💀💀💀 dangerous bite,Length: up to 45.0 cm
Mount Mabu Forest Viper,Atheris mabuensis,venomous 💀💀💀 dangerous bite,Length: up to 38.4 cm
Matilda's Horned Viper,Atheris matildae,venomous 💀💀💀 dangerous bite,Length: up to 64.3 cm
Great Lakes Bush Viper,Atheris nitschei,venomous 💀💀💀 dangerous bite,Length: up to 75.0 cm
Mount Rungwe Bush Viper,Atheris rungweensis,venomous 💀💀💀 dangerous bite,Length: up to 73.0 cm
African Bush Viper,Atheris squamigera,venomous 💀💀💀 dangerous bite,Length: 15.0 to 80.0 cm
South West Cameroon Bush Viper,Atheris subocularis,venomous 💀💀💀 dangerous bite,Length: up to 49.1 cm
Mayombe Bush Viper,Atheris anisolepis,venomous 💀💀💀 dangerous bite,Length: up to 65.0 cm
Arabian Small Scaled Burrowing Asp,Atractaspis andersonii,venomous 💀💀💀 dangerous bite,Length: up to 105.0 cm
Mole Viper,Atractaspis aterrima,venomous 💀💀💀 dangerous bite,Length: up to 81.0 cm
Battersby's Burrowing Asp,Atractaspis battersbyi,venomous 💀💀💀 dangerous bite,Length: up to 70.0 cm
Bibron's Burrowing Asp,Atractaspis bibronii,venomous 💀💀💀 dangerous bite,Length: 15.0 to 70.0 cm
Central African Burrowing Asp,Atractaspis boulengeri,venomous 💀💀💀 dangerous bite,Length: up to 65.0 cm
Congo Burrowing Asp,Atractaspis congica,venomous 💀💀💀 dangerous bite,Length: up to 55.0 cm
Fat Burrowing Asp,Atractaspis corpulenta,venomous 💀💀💀 dangerous bite,Length: up to 68.0 cm
Dahomey Burrowing Asp,Atractaspis dahomeyensis,venomous 💀💀💀 dangerous bite,Length: up to 57.0 cm
Beaked Burrowing Asp,Atractaspis duerdeni,venomous 💀💀💀 dangerous bite,Length: up to 55.0 cm
Palestinian Mole Viper,Atractaspis engaddensis,venomous 💀💀💀 dangerous bite,Length: up to 100.0 cm
Engdahl's Burrowing Asp,Atractaspis engdahli,venomous 💀💀💀 dangerous bite,Length: up to 45.0 cm
Peters’ Burrowing Asp,Atractaspis fallax,venomous 💀💀💀 dangerous bite,Length: up to 93.0 cm
Variable Burrowing Asp,Atractaspis irregularis,venomous 💀💀💀 dangerous bite,Length: up to 66.0 cm
Ogaden Burrowing Asp,Atractaspis leucomelas,venomous 💀💀💀 dangerous bite,Length: up to 57.5 cm
Magretti’s Burrowing Asp,Atractaspis magrettii,venomous 💀💀💀 dangerous bite,Length: unknown
Small Scaled Burrowing Asp,Atractaspis microlepidota,venomous 💀💀💀 dangerous bite,Length: up to 110.0 cm
Sahelian Burrowing Asp,Atractaspis micropholis,venomous 💀💀💀 dangerous bite,Length: up to 91.0 cm
Phillips’ Burrowing Asp,Atractaspis phillipsi,venomous 💀💀💀 dangerous bite,Length: unknown
Reticulate Burrowing Asp,Atractaspis reticulata,venomous 💀💀💀 dangerous bite,Length: up to 114.0 cm
Somali Burrowing Asp,Atractaspis scorteccii,venomous 💀💀💀 dangerous bite,Length: up to 85.0 cm
Watson’s Burrowing Asp,Atractaspis watsoni,venomous 💀💀💀 dangerous bite,Length: up to 70.0 cm
Rio Negro Spindle Snake,Atractus acheronius,unclear toxicity ??? unclear dangerousness,Length: unknown
Albuquerque Ground Snake,Atractus albuquerquei,unclear toxicity ??? unclear dangerousness,Length: up to 78.0 cm
Alphonse's Ground Snake,Atractus alphonsehogei,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Cururú River Spindle Snake,Atractus altagratiae,unclear toxicity ??? unclear dangerousness,Length: unknown
Andean Ground Snake,Atractus andinus,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Huila Spindle Snake,Atractus apophis,unclear toxicity ??? unclear dangerousness,Length: unknown
Dark Bellied Spindle Snake,Atractus atratus,unclear toxicity ??? unclear dangerousness,Length: unknown
Slender Spindle Snake,Atractus attenuates,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Caquetá Spindle Snake,Atractus avernus,unclear toxicity ??? unclear dangerousness,Length: unknown
Lara Falcón Spindle Snake,Atractus ayeush,unclear toxicity ??? unclear dangerousness,Length: unknown
French Guyana Ground Snake,Atractus badius,unclear toxicity ??? unclear dangerousness,Length: up to 64.0 cm
Two Lined Ground Snake,Atractus biseriatus,unclear toxicity ??? unclear dangerousness,Length: up to 24.0 cm
Bock's Ground Snake,Atractus bocki,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Bocourt's Ground Snake,Atractus bocourti,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Colombian Spindle Snake,Atractus boulengerii,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Alagoas Ground Snake,Atractus caete,unclear toxicity ??? unclear dangerousness,Length: unknown
Parker's Ground Snake,Atractus carrioni,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Para Spindle Snake,Atractus caxiuana,unclear toxicity ??? unclear dangerousness,Length: up to 29.0 cm
Vaupés Spindle Snake,Atractus charitoae,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Finca Meremburg Spindle Snake,Atractus chthonius,unclear toxicity ??? unclear dangerousness,Length: unknown
Clark's Ground Snake,Atractus clarki,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Collared Ground Snake,Atractus collaris,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Thickhead Ground Snake,Atractus crassicaudatus,unclear toxicity ??? unclear dangerousness,Length: up to 61.0 cm
Darien Spindle Snake,Atractus darienensis,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Small Eyed Spindle Snake,Atractus depressiocellus,unclear toxicity ??? unclear dangerousness,Length: up to 75.0 cm
Napo Spindle Snake,Atractus duboisi,unclear toxicity ??? unclear dangerousness,Length: unknown
Venezuela Ground Snake,Atractus duidensis,unclear toxicity ??? unclear dangerousness,Length: up to 47.0 cm
Dunn's Ground Snake,Atractus dunni,unclear toxicity ??? unclear dangerousness,Length: up to 36.0 cm
Nariño Spindle Snake,Atractus echidna,unclear toxicity ??? unclear dangerousness,Length: unknown
Ecuadorean Ground Snake,Atractus ecuadorensis,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Minacu Spindle Snake,Atractus edioi,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Black Ground Snake,Atractus elaps,unclear toxicity ??? unclear dangerousness,Length: up to 63.0 cm
Emigdio’s Ground Snake,Atractus emigdioi,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Emmel's Ground Snake,Atractus emmeli,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Escuque Spindle Snake,Atractus eriki,unclear toxicity ??? unclear dangerousness,Length: unknown
Red Black Ground Snake,Atractus erythromelas,unclear toxicity ??? unclear dangerousness,Length: up to 58.0 cm
Filippi's Ground Snake,Atractus favae,unclear toxicity ??? unclear dangerousness,Length: up to 54.0 cm
Flaming Ground Snake,Atractus flammigerus,unclear toxicity ??? unclear dangerousness,Length: up to 60.0 cm
La Pedrera Spindle Snake,Atractus franciscopaivai,unclear toxicity ??? unclear dangerousness,Length: up to 40.6 cm
Franco's Ground Snake,Atractus francoi,unclear toxicity ??? unclear dangerousness,Length: unknown
Hallowell's Ground Snake,Atractus fuliginosus,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Gaige's Ground Snake,Atractus gaigeae,unclear toxicity ??? unclear dangerousness,Length: up to 31.0 cm
Giant Spindle Snake,Atractus gigas,unclear toxicity ??? unclear dangerousness,Length: up to 104.0 cm
Günther's Ground Snake,Atractus guentheri,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
La Chorrera Spindle Snake,Atractus heliobelluomini,unclear toxicity ??? unclear dangerousness,Length: up to 16.0 cm
Santa Luzia Spindle Snake,Atractus hoogmoedi,unclear toxicity ??? unclear dangerousness,Length: unknown
Mortí River Spindle Snake,Atractus hostilitractus,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Piedras Pacora Spindle Snake,Atractus imperfectus,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Indistinct Ground Snake,Atractus indistinctus,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Uraricapará River Spindle Snake,Atractus insipidus,unclear toxicity ??? unclear dangerousness,Length: up to 48.0 cm
Iridescent Ground Snake,Atractus iridescens,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Lancini's Ground Snake,Atractus lancinii,unclear toxicity ??? unclear dangerousness,Length: up to 48.0 cm
Lasalle's Ground Snake,Atractus lasallei,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Broadhead Ground Snake,Atractus latifrons,unclear toxicity ??? unclear dangerousness,Length: up to 70.0 cm
Lehmann's Ground Snake,Atractus lehmanni,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Loveridge's Ground Snake,Atractus loveridgei,unclear toxicity ??? unclear dangerousness,Length: up to 50.0 cm
Macondo Spindle Snake,Atractus macondo,unclear toxicity ??? unclear dangerousness,Length: unknown
Spotted Ground Snake,Atractus maculatus,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Brown Ground Snake,Atractus major,unclear toxicity ??? unclear dangerousness,Length: up to 85.0 cm
Villmaria Spindle Snake,Atractus manizalesensis,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Marisela's Ground Snake,Atractus mariselae,unclear toxicity ??? unclear dangerousness,Length: up to 40.0 cm
Anzoátegui Spindle Snake,Atractus matthewi,unclear toxicity ??? unclear dangerousness,Length: unknown
Gorgona Spindle Snake,Atractus medusa,unclear toxicity ??? unclear dangerousness,Length: unknown
Blackbelly Ground Snake,Atractus melanogaster,unclear toxicity ??? unclear dangerousness,Length: up to 38.0 cm
Dark Ground Snake,Atractus melas,unclear toxicity ??? unclear dangerousness,Length: up to 24.0 cm
Mérida Spindle Snake,Atractus meridensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Canaguá Spindle Snake,Atractus micheleae,unclear toxicity ??? unclear dangerousness,Length: unknown
Guayaquil Spindle Snake,Atractus microrhynchus,unclear toxicity ??? unclear dangerousness,Length: up to 20.0 cm
Mucurubá Spindle Snake,Atractus mijaresi,unclear toxicity ??? unclear dangerousness,Length: unknown
Modest Ground Snake,Atractus modestus,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Banded Ground Snake,Atractus multicinctus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Many Toothed Spindle Snake,Atractus multidentatus,unclear toxicity ??? unclear dangerousness,Length: unknown
Sharp Nosed Spindle Snake,Atractus nasutus,unclear toxicity ??? unclear dangerousness,Length: unknown
Mamirauá Spindle Snake,Atractus natans,unclear toxicity ??? unclear dangerousness,Length: up to 44.0 cm
Northern Ground Snake,Atractus nicefori,unclear toxicity ??? unclear dangerousness,Length: unknown
Black Headed Ground Snake,Atractus nigricaudus,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Black Ventered Ground Snake,Atractus nigriventris,unclear toxicity ??? unclear dangerousness,Length: unknown
Fat Ground Snake,Atractus obesus,unclear toxicity ??? unclear dangerousness,Length: up to 76.0 cm
Bignose Ground Snake,Atractus obtusirostris,unclear toxicity ??? unclear dangerousness,Length: unknown
Western Ground Snake,Atractus occidentalis,unclear toxicity ??? unclear dangerousness,Length: up to 32.0 cm
Gray Ground Snake,Atractus occipitoalbus,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Ochre Bellied Spindle Snake,Atractus ochrosetrus,unclear toxicity ??? unclear dangerousness,Length: unknown
Hispanic Ground Snake,Atractus oculotemporalis,unclear toxicity ??? unclear dangerousness,Length: up to 46.0 cm
Orellana Spindle Snake,Atractus orcesi,unclear toxicity ??? unclear dangerousness,Length: unknown
Sonsón Spindle Snake,Atractus paisa,unclear toxicity ??? unclear dangerousness,Length: unknown
Pamplona Ground Snake,Atractus pamplonensis,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Sao Paulo Spindle Snake,Atractus pantostictus,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Paraguayan Spindle Snake,Atractus paraguayensis,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Despax's Ground Snake,Atractus paucidens,unclear toxicity ??? unclear dangerousness,Length: up to 32.0 cm
Little Scaled Ground Snake,Atractus pauciscutatus,unclear toxicity ??? unclear dangerousness,Length: up to 33.0 cm
Peru Ground Snake,Atractus peruvianus,unclear toxicity ??? unclear dangerousness,Length: unknown
Basin Ground Snake,Atractus poeppigi,unclear toxicity ??? unclear dangerousness,Length: up to 55.0 cm
Alagoas Spindle Snake,Atractus potschi,unclear toxicity ??? unclear dangerousness,Length: up to 39.0 cm
Pointed Ground Snake,Atractus punctiventris,unclear toxicity ??? unclear dangerousness,Length: unknown
Resplendent Ground Snake,Atractus resplendens,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Reticulate Ground Snake,Atractus reticulatus,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
Rivero's Ground Snake,Atractus riveroi,unclear toxicity ??? unclear dangerousness,Length: up to 49.0 cm
Baturité Spindle Snake,Atractus ronnie,unclear toxicity ??? unclear dangerousness,Length: unknown
Roule's Ground Snake,Atractus roulei,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
St. Marta's Ground Snake,Atractus sanctaemartae,unclear toxicity ??? unclear dangerousness,Length: up to 65.0 cm
Bloody Ground Snake,Atractus sanguineus,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Schach's Ground Snake,Atractus schach,unclear toxicity ??? unclear dangerousness,Length: up to 45.0 cm
Sao Paulo Ground Snake,Atractus serranus,unclear toxicity ??? unclear dangerousness,Length: up to 87.0 cm
Gurupi River Spindle Snake,Atractus snethlageae,unclear toxicity ??? unclear dangerousness,Length: up to 47.0 cm
Chimantá Tepui Spindle Snake,Atractus steyermarki,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Surucucu Spindle Snake,Atractus surucucu,unclear toxicity ??? unclear dangerousness,Length: unknown
Tamá Spindle Snake,Atractus tamaensis,unclear toxicity ??? unclear dangerousness,Length: unknown
Kaieteur Spindle Snake,Atractus tamessari,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
La Carbonera Spindle Snake,Atractus taphorni,unclear toxicity ??? unclear dangerousness,Length: up to 52.0 cm
Passo Fundo Spindle Snake,Atractus thalesdelemai,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Titan Spindle Snake,Atractus titanicus,unclear toxicity ??? unclear dangerousness,Length: unknown
Neckband Ground Snake,Atractus torquatus,unclear toxicity ??? unclear dangerousness,Length: up to 75.0 cm
Southern Ground Snake,Atractus trihedrurus,unclear toxicity ??? unclear dangerousness,Length: up to 74.0 cm
Three Lined Ground Snake,Atractus trilineatus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Three Banded Ground Snake,Atractus trivittatus,unclear toxicity ??? unclear dangerousness,Length: unknown
Turik Mesa Spindle Snake,Atractus turikensis,unclear toxicity ??? unclear dangerousness,Length: up to 44.0 cm
Typhon Spindle Snake,Atractus typhon,unclear toxicity ??? unclear dangerousness,Length: unknown
Variegated Ground Snake,Atractus variegatus,unclear toxicity ??? unclear dangerousness,Length: up to 35.0 cm
Speckled Ground Snake,Atractus ventrimaculatus,unclear toxicity ??? unclear dangerousness,Length: up to 43.0 cm
Vertebral Ground Snake,Atractus vertebralis,unclear toxicity ??? unclear dangerousness,Length: up to 42.0 cm
Striped Ground Snake,Atractus vertebrolineatus,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Venezuelan Striped Spindle Snake,Atractus vittatus,unclear toxicity ??? unclear dangerousness,Length: up to 58.0 cm
Wagler's Ground Snake,Atractus wagleri,unclear toxicity ??? unclear dangerousness,Length: up to 41.0 cm
Werner's Ground Snake,Atractus werneri,unclear toxicity ??? unclear dangerousness,Length: up to 37.0 cm
Zebra Spindle Snake,Atractus zebrinus,unclear toxicity ??? unclear dangerousness,Length: up to 69.0 cm
Zidok's Ground Snake,Atractus zidoki,unclear toxicity ??? unclear dangerousness,Length: up to 30.0 cm
Serra Do Espinhaço Ground Snake,Atractus spinalis,unclear toxicity ??? unclear dangerousness,Length: unknown
Touzet's Ground Snake,Atractus touzeti,unclear toxicity ??? unclear dangerousness,Length: unknown
Pale Striped Spindle Snake,Atractus alytogrammus,unclear toxicity ??? unclear dangerousness,Length: unknown
